Date,resid
2007-11-15,0.12496741373044302
2007-11-16,0.12287402406238716
2007-11-19,0.1198390613495885
2007-11-20,0.11706146344425289
2007-11-21,0.11366516345925023
2007-11-23,0.11049640611205863
2007-11-26,0.10590017048239582
2007-11-27,0.10263924281955697
2007-11-28,0.10027048990351026
2007-11-29,0.0966697194128687
2007-11-30,0.0935813685975267
2007-12-03,0.089669871513509
2007-12-04,0.08634472678001816
2007-12-05,0.08337910186866125
2007-12-06,0.08091272445331911
2007-12-07,0.07969043514599553
2007-12-10,0.07901735330956575
2007-12-11,0.07656367733032585
2007-12-12,0.07520878897640301
2007-12-13,0.07510417352268003
2007-12-14,0.07544079104007076
2007-12-17,0.07493925856535884
2007-12-18,0.07421599703773238
2007-12-19,0.07269850154653673
2007-12-20,0.0713514385780227
2007-12-21,0.07112090665659875
2007-12-24,0.07146585254260773
2007-12-26,0.07237329676959096
2007-12-27,0.07240744839382011
2007-12-28,0.07115977675314429
2007-12-31,0.06965274031339155
2008-01-02,0.06697261470496631
2008-01-03,0.06427514753348135
2008-01-04,0.061544747177735136
2008-01-07,0.05847287199380399
2008-01-08,0.05507205437467966
2008-01-09,0.05223095906880528
2008-01-10,0.050224445729218664
2008-01-11,0.047103298178347595
2008-01-14,0.044066479437390546
2008-01-15,0.04013811771753742
2008-01-16,0.03679243193176682
2008-01-17,0.03257578435595797
2008-01-18,0.02848433362194036
2008-01-22,0.02232235875389612
2008-01-23,0.018020597376984755
2008-01-24,0.014555631988077158
2008-01-25,0.009868582658333382
2008-01-28,0.005382167061404063
2008-01-29,0.0017820368528384707
2008-01-30,-0.002023308335911994
2008-01-31,-0.006337794128653649
2008-02-01,-0.010669159923652437
2008-02-04,-0.014718928766333359
2008-02-05,-0.019329621382725364
2008-02-06,-0.023931049565117206
2008-02-07,-0.026806732082491562
2008-02-08,-0.03075879038690226
2008-02-11,-0.034866329454247134
2008-02-12,-0.03873260432538746
2008-02-13,-0.04158144546497077
2008-02-14,-0.04356817972136205
2008-02-15,-0.04607423234752451
2008-02-19,-0.0471413297260205
2008-02-20,-0.048000184797510816
2008-02-21,-0.04972743256853798
2008-02-22,-0.05109696994992248
2008-02-25,-0.051527933859637165
2008-02-26,-0.05238622830991938
2008-02-27,-0.05320982761954652
2008-02-28,-0.055903910914851224
2008-02-29,-0.05981292012712929
2008-03-03,-0.0632850593525394
2008-03-04,-0.0661565230165608
2008-03-05,-0.06852437368537033
2008-03-06,-0.07131076208484577
2008-03-07,-0.0747204355266033
2008-03-10,-0.07880282740379418
2008-03-11,-0.0817096076746156
2008-03-12,-0.08570209301077157
2008-03-13,-0.08879993040836459
2008-03-14,-0.09224345473251033
2008-03-17,-0.09738322323792199
2008-03-18,-0.10047147976744301
2008-03-19,-0.1049121615442442
