Date,Price,Open,High,Low,Vol.,Change %
2006-01-03,11.14,12.25,12.51,10.99,,-7.71%
2006-01-04,11.349091099171826,11.313635512404433,11.782726611576258,10.971818165289408,,2.06%
2006-01-05,11.330475208667808,11.369050392147605,11.810001238032884,11.13286648930168,,-0.53%
2006-01-06,11.223850943715517,11.32418728149603,11.709982679083181,11.028697095663071,,-2.74%
2006-01-09,11.200951962409711,11.330485406321138,11.62214939459617,11.016815341052101,,1.18%
2006-01-10,11.134056633274914,11.342162266323156,11.57660130609069,10.98212388378004,,-2.43%
2006-01-11,11.102213800591391,11.29093943178827,11.508241026610886,10.957161813189476,,0.74%
2006-01-12,11.116004977796836,11.247086405186495,11.490154683817169,10.95474141431628,,2.38%
2006-01-13,11.130103735511742,11.265998561901098,11.504976998366278,10.97394359648536,,0.27%
2006-01-17,11.216005484018531,11.361164082784539,11.61016809805486,11.072639814594725,,6.06%
2006-01-18,11.318679050956675,11.486163946722575,11.718386204636861,11.18458440392336,,2.85%
2006-01-19,11.378469925381921,11.543469876502249,11.7745871044168,11.226663224352118,,-2.20%
2006-01-20,11.64253355205181,11.589661287337647,12.00577342475013,11.28171947419823,,21.54%
2006-01-23,11.818035560237805,11.808348721433667,12.19560428895931,11.458051174282737,,-4.33%
2006-01-24,11.924476098934548,11.949724764976173,12.312206236894843,11.578045682394631,,-4.45%
2006-01-25,11.987522534123338,12.016421955501784,12.383405484428136,11.647521985722937,,-3.31%
2006-01-26,12.01459500844905,12.07110669874787,12.416369552218308,11.681480337943691,,-3.50%
2006-01-27,12.011963929732865,12.082841284072911,12.411273800508166,11.68375297487136,,-3.62%
2006-01-30,12.033058932457458,12.090494954486264,12.41399279848715,11.705306161692123,,3.51%
2006-01-31,12.081603644066734,12.109527877510768,12.44819372415733,11.74473175718295,,4.52%
2006-02-01,12.095626545897014,12.155892314171245,12.477499467988036,11.77471558403199,,-4.56%
2006-02-02,12.150127986571588,12.174346926429779,12.525184565580263,11.808601264815994,,7.04%
2006-02-03,12.187328571329402,12.229267942055442,12.579148427052532,11.846790655982659,,-2.04%
2006-02-06,12.224852972776581,12.282109810866569,12.61659274020962,11.897101062688739,,0.62%
2006-02-07,12.282523215836372,12.320885817592515,12.66109362656222,11.94242536934542,,4.22%
2006-02-08,12.304764175575665,12.365130515053838,12.699642454674136,11.975638913682344,,-5.59%
2006-02-09,12.336665082843675,12.372755932365477,12.717265348394532,11.987157526378935,,2.26%
2006-02-10,12.356798439274424,12.40964682868711,12.75549601181942,12.013689781404597,,-1.91%
2006-02-13,12.393020064014037,12.443576400265698,12.789941657474618,12.051483559964879,,3.73%
2006-02-14,12.387974400771448,12.466381842416816,12.802644302775416,12.050020044512488,,-8.24%
2006-02-15,12.385309978295453,12.465138657503633,12.807679517253074,12.055486635918031,,0.49%
2006-02-16,12.35531259795148,12.45602195808096,12.790526244067504,12.024820703489926,,-6.74%
2006-02-17,12.344205308799479,12.429773880551915,12.771853097210323,12.008582693186096,,4.62%
2006-02-21,12.346261876471642,12.427592933966618,12.767731718839979,12.017066478863544,,3.33%
2006-02-22,12.332085668077168,12.422801484384008,12.75351082141393,12.006818322434114,,-4.27%
2006-02-23,12.318407463820852,12.406141989855222,12.73031810674496,11.994184067364301,,-0.08%
2006-02-24,12.29364729400344,12.392696446434073,12.710983244393208,11.977622124914369,,-3.45%
2006-02-27,12.273853623661894,12.375742533758784,12.686201095631246,11.961373555467752,,1.13%
2006-02-28,12.27566967530697,12.358288194788262,12.677245230334583,11.954472083547321,,6.47%
2006-03-01,12.255941865988335,12.350021100294486,12.660961266871372,11.942821226231617,,-6.48%
2006-03-02,12.24189448914502,12.335342591420137,12.64232652032414,11.932787238648693,,1.56%
2006-03-03,12.234667804680816,12.327514788300011,12.62842336581112,11.918103189125798,,2.05%
2006-03-06,12.247346792877456,12.324817198982633,12.635488236908587,11.92567790163597,,6.52%
2006-03-07,12.257486275622139,12.339441696349146,12.652799104101652,11.943229822875143,,-0.63%
2006-03-08,12.2589914444259,12.351253071570033,12.669345124367087,11.950856829477546,,-2.69%
2006-03-09,12.268930052603668,12.347918557547327,12.66983271710875,11.952253002525412,,2.92%
2006-03-10,12.25922860687471,12.351903563551408,12.668215553787748,11.948495600332425,,-6.55%
2006-03-13,12.23901728584567,12.337540996171553,12.647345387007253,11.924437001429117,,-4.05%
2006-03-14,12.205559945298408,12.321302633144755,12.626647486648798,11.893313842230725,,-5.54%
2006-03-15,12.186799309646572,12.296056980465336,12.602819585762331,11.873286784718243,,5.68%
2006-03-16,12.182342136649648,12.259286107692402,12.590904591780765,11.845196871487767,,5.55%
2006-03-17,12.181020844202676,12.24446528983113,12.582619677076773,11.838516522241049,,1.17%
2006-03-20,12.172867972512206,12.241661658589807,12.574850473819218,11.816654719224896,,-2.72%
2006-03-21,12.161522946180785,12.230751792553074,12.560797124656558,11.803385159073656,,-1.44%
2006-03-22,12.142298651972476,12.220230674055903,12.545224162639412,11.789376206004043,,-3.53%
2006-03-23,12.122950226385369,12.199729420151984,12.525817520345608,11.775856841412871,,-0.36%
2006-03-24,12.104657377592973,12.180715422244395,12.50531162279281,11.762408883377848,,0.18%
2006-03-27,12.09219831092936,12.166786408471584,12.490134180945144,11.755598000692773,,2.41%
2006-03-28,12.082437631571057,12.157700554113642,12.478888320902911,11.748440437744684,,1.05%
2006-03-29,12.061151910211843,12.144586313494113,12.461804516015093,11.730425232731642,,-5.44%
2006-03-30,12.052043044514111,12.12391528111684,12.448232525527464,11.711315045310283,,5.66%
2006-03-31,12.03992460021181,12.111030381564708,12.433621184949166,11.703236942472898,,-1.56%
2006-04-03,12.031432118838426,12.09944567505486,12.418917415972063,11.691070198720286,,1.58%
2006-04-04,12.015522123363281,12.091602589132844,12.407871175793467,11.680342489969625,,-3.72%
2006-04-05,11.999909269888567,12.076587779121864,12.389395907139644,11.669405082371892,,-0.09%
2006-04-06,11.990328574024259,12.063754710331146,12.378081923138078,11.662098072364651,,2.88%
2006-04-07,11.994972471473863,12.05301329455821,12.37690951316516,11.65414047710977,,7.07%
2006-04-10,11.998292948151416,12.059602007134602,12.378834955828696,11.660709998634509,,-0.57%
2006-04-11,12.015159021546864,12.060113828208234,12.390303957277977,11.66743297663159,,6.64%
2006-04-12,12.027564523788694,12.077100273042202,12.401957559963229,11.683964414602597,,-1.85%
2006-04-13,12.033372351820944,12.091155313687297,12.41181277568969,11.693786559121936,,-2.98%
2006-04-17,12.042287159853794,12.102715677171716,12.421731542826368,11.703183874147049,,1.62%
2006-04-18,12.031918178937126,12.109936563556534,12.42380228823088,11.696836376730628,,-9.38%
2006-04-19,12.020538739977695,12.100506902517466,12.413831310846549,11.689374373075967,,-0.70%
2006-04-20,12.014514968217792,12.087835207453582,12.402056767091366,11.678778452025789,,2.83%
2006-04-21,12.007858651737122,12.074541307622537,12.39543899475141,11.671114495960175,,-0.43%
2006-04-24,12.003852899753856,12.07742234930875,12.395820542141125,11.671097182620588,,1.38%
2006-04-25,11.99994508795337,12.071766249284746,12.392652140503241,11.66984877250773,,0.00%
2006-04-26,11.996284101835958,12.06700944463313,12.38345711534632,11.66481607195405,,0.09%
2006-04-27,11.993920256146437,12.070079739971431,12.385522368980771,11.663079443124962,,0.68%
2006-04-28,11.987862673098917,12.070978362770928,12.381690305728071,11.65943398615303,,-2.11%
2006-05-01,11.996074307119128,12.067394424454402,12.384788380951175,11.660780924539816,,8.20%
2006-05-02,11.995984701483716,12.069350566385177,12.383095070815305,11.664752331623607,,-4.39%
2006-05-03,11.995897119927575,12.071408863912621,12.384074173587178,11.668926714381067,,0.00%
2006-05-04,11.993923853762542,12.069210362661057,12.380820550659534,11.669523110572847,,-1.08%
2006-05-05,11.988535752628435,12.059423198540536,12.369857414634348,11.662469267923578,,-2.02%
2006-05-08,11.988699715477628,12.05828727975732,12.365425801908222,11.664579267681164,,3.27%
2006-05-09,11.988718176432945,12.058879501422103,12.362367266614884,11.667637730998361,,-0.08%
2006-05-10,11.98577606687655,12.061150669974351,12.361770053942196,11.669221599308528,,-1.75%
2006-05-11,11.992833880324223,12.064913855916556,12.369583810016358,11.673711656129312,,6.03%
2006-05-12,12.023377577569224,12.073881460006836,12.395863252092605,11.688117520642816,,13.61%
2006-05-15,12.044733453033679,12.11594248747327,12.433616412168567,11.71230764197748,,-4.37%
2006-05-16,12.062638175394307,12.134790835595348,12.449753209345108,11.729696948216759,,-1.62%
2006-05-17,12.119843920859212,12.157894801376955,12.501682973128375,11.752325179411443,,21.80%
2006-05-18,12.18580066045886,12.203698801959119,12.563822753953508,11.795766861654045,,4.49%
2006-05-19,12.253019671419677,12.256948309140352,12.637125123984696,11.85100744649173,,1.12%
2006-05-22,12.326157036816303,12.3411368727187,12.73054215507518,11.916278700402756,,3.14%
2006-05-23,12.405069894615515,12.399104423977391,12.80407718512747,11.962075984035188,,3.05%
2006-05-24,12.470582117351437,12.471438548156435,12.897500159707823,12.030404332168352,,-4.93%
2006-05-25,12.510408333408833,12.526634900059257,12.947095296310307,12.073519508320203,,-10.71%
2006-05-26,12.533281297799952,12.557924117852886,12.974456500456169,12.102104058294374,,-8.00%
2006-05-30,12.61294111420767,12.5947468700944,13.049160263201447,12.14485339930621,,30.86%
2006-05-31,12.662434907596651,12.665814740003956,13.11435138983038,12.20001280263082,,-11.90%
2006-06-01,12.686332351011899,12.71475531407248,13.158679415279984,12.229344676522853,,-11.68%
2006-06-02,12.707241648865896,12.733380977993384,13.181862491494075,12.250983359120825,,-1.38%
2006-06-05,12.757451596447153,12.761863708572571,13.232268288431724,12.285609291235543,,16.27%
2006-06-06,12.815522031800953,12.812021541592875,13.29978174878037,12.340915214096182,,4.14%
2006-06-07,12.878381355377666,12.86748451138915,13.357290726944722,12.387942756137223,,2.65%
2006-06-08,12.947058226221822,12.930901020503955,13.45008011394504,12.456876161497295,,3.09%
2006-06-09,13.01168592121357,12.99298202339839,13.5125461751362,12.514509820144909,,-1.25%
2006-06-12,13.110537440481647,13.056870041217136,13.608775269541987,12.581363666862858,,15.67%
2006-06-13,13.243013538940948,13.15459934825056,13.73508240359475,12.676561022638483,,13.60%
2006-06-14,13.344310056043721,13.281517925169503,13.855338069321263,12.784717317605274,,-9.87%
2006-06-15,13.375681520548998,13.376877168667233,13.944758350420566,12.819889077849862,,-25.91%
2006-06-16,13.423040696639777,13.41578725710917,13.995918211778422,12.865118762927882,,8.49%
2006-06-19,13.476690331046914,13.447977490144137,14.045880662610948,12.899995379753364,,3.36%
2006-06-20,13.51565178535519,13.49735085757676,14.089580693218645,12.942311766767416,,-6.39%
2006-06-21,13.53985905436924,13.535668137337174,14.121349258837013,12.965713958055584,,-7.01%
2006-06-22,13.568012991771969,13.56471465620508,14.151891442284356,12.996925482714408,,2.32%
2006-06-23,13.595843116473782,13.59881676170759,14.180993484505658,13.020214160010772,,0.06%
2006-06-26,13.620013904856242,13.634057323400793,14.209998648553688,13.04970627664176,,-1.70%
