Date,Price,Open,High,Low,Change %
2010-09-13,3.218762240548796,3.218762240548796,3.218762240548796,3.218762240548796,-1.75%
2010-09-14,3.2134313392847083,3.2134313392847083,3.2134313392847083,3.2134313392847083,-2.29%
2010-09-15,3.208551486154604,3.208551486154604,3.208551486154604,3.208551486154604,1.49%
2010-09-16,3.204128143298167,3.204128143298167,3.204128143298167,3.204128143298167,1.51%
2010-09-17,3.1995000601310695,3.1995000601310695,3.1995000601310695,3.1995000601310695,-0.90%
2010-09-20,3.194569772594991,3.194569772594991,3.194569772594991,3.194569772594991,-1.28%
2010-09-21,3.1884149260361325,3.1884149260361325,3.1884149260361325,3.1884149260361325,-4.73%
2010-09-22,3.182112368344899,3.182112368344899,3.182112368344899,3.182112368344899,-0.82%
2010-09-23,3.175852621640531,3.175852621640531,3.175852621640531,3.175852621640531,-0.08%
2010-09-24,3.170222317323383,3.170222317323383,3.170222317323383,3.170222317323383,2.23%
2010-09-27,3.1638619753629618,3.1638619753629618,3.1638619753629618,3.1638619753629618,-3.03%
2010-09-28,3.1569281116000822,3.1569281116000822,3.1569281116000822,3.1569281116000822,-2.53%
2010-09-29,3.1504413453984093,3.1504413453984093,3.1504413453984093,3.1504413453984093,1.54%
2010-09-30,3.144088774206308,3.144088774206308,3.144088774206308,3.144088774206308,0.28%
2010-10-01,3.137809362016656,3.137809362016656,3.137809362016656,3.137809362016656,0.04%
2010-10-04,3.131254126513223,3.131254126513223,3.131254126513223,3.131254126513223,-1.35%
2010-10-05,3.1247143657974683,3.1247143657974683,3.1247143657974683,3.1247143657974683,-0.20%
2010-10-06,3.117513317393302,3.117513317393302,3.117513317393302,3.117513317393302,-2.95%
2010-10-07,3.110224718320901,3.110224718320901,3.110224718320901,3.110224718320901,-0.67%
2010-10-08,3.103118093095364,3.103118093095364,3.103118093095364,3.103118093095364,0.46%
2010-10-11,3.0960125288041636,3.0960125288041636,3.0960125288041636,3.0960125288041636,-0.29%
2010-10-12,3.089415471265879,3.089415471265879,3.089415471265879,3.089415471265879,1.84%
2010-10-13,3.0828442547747454,3.0828442547747454,3.0828442547747454,3.0828442547747454,-0.16%
2010-10-14,3.077134432709125,3.077134432709125,3.077134432709125,3.077134432709125,3.29%
2010-10-15,3.0720585313368036,3.0720585313368036,3.0720585313368036,3.0720585313368036,2.31%
2010-10-18,3.0665157293176284,3.0665157293176284,3.0665157293176284,3.0665157293176284,-2.03%
2010-10-19,3.0606897746214017,3.0606897746214017,3.0606897746214017,3.0606897746214017,-1.35%
2010-10-20,3.054921788902657,3.054921788902657,3.054921788902657,3.054921788902657,0.00%
2010-10-21,3.0498181529878257,3.0498181529878257,3.0498181529878257,3.0498181529878257,2.46%
2010-10-22,3.0449543512633106,3.0449543512633106,3.0449543512633106,3.0449543512633106,0.75%
2010-10-25,3.0401787454739377,3.0401787454739377,3.0401787454739377,3.0401787454739377,0.16%
2010-10-26,3.0362466675591278,3.0362466675591278,3.0362466675591278,3.0362466675591278,3.12%
2010-10-27,3.033119873936085,3.033119873936085,3.033119873936085,3.033119873936085,2.91%
2010-10-28,3.029397334425447,3.029397334425447,3.029397334425447,3.029397334425447,-2.31%
2010-10-29,3.025154627648265,3.025154627648265,3.025154627648265,3.025154627648265,-2.11%
2010-11-01,3.0211730390838594,3.0211730390838594,3.0211730390838594,3.0211730390838594,0.85%
2010-11-02,3.0168529630733762,3.0168529630733762,3.0168529630733762,3.0168529630733762,-1.45%
2010-11-03,3.0124962713592134,3.0124962713592134,3.0124962713592134,3.0124962713592134,-0.31%
2010-11-04,3.007327218522207,3.007327218522207,3.007327218522207,3.007327218522207,-3.33%
2010-11-05,3.0026673041570615,3.0026673041570615,3.0026673041570615,3.0026673041570615,1.85%
2010-11-08,2.998242808897342,2.998242808897342,2.998242808897342,2.998242808897342,0.75%
2010-11-09,2.9949071010435087,2.9949071010435087,2.9949071010435087,2.9949071010435087,4.10%
2010-11-10,2.991365780899792,2.991365780899792,2.991365780899792,2.991365780899792,-0.90%
2010-11-11,2.9880288494591714,2.9880288494591714,2.9880288494591714,2.9880288494591714,0.64%
2010-11-12,2.9860484875284814,2.9860484875284814,2.9860484875284814,2.9860484875284814,5.01%
2010-11-15,2.985858952696516,2.985858952696516,2.985858952696516,2.985858952696516,6.38%
2010-11-16,2.9844573885098447,2.9844573885098447,2.9844573885098447,2.9844573885098447,-4.11%
