Date,Price
2006-01-03,11.14
2006-01-04,11.349091099171826
2006-01-05,11.330475208667808
2006-01-06,11.223850943715515
2006-01-09,11.200951962409713
2006-01-10,11.134056633274914
2006-01-11,11.102213800591391
2006-01-12,11.116004977796836
2006-01-13,11.130103735511742
2006-01-17,11.216005484018533
2006-01-18,11.318679050956677
2006-01-19,11.37846992538192
2006-01-20,11.64253355205181
2006-01-23,11.818035560237805
2006-01-24,11.924476098934548
2006-01-25,11.987522534123338
2006-01-26,12.01459500844905
2006-01-27,12.011963929732865
2006-01-30,12.033058932457458
2006-01-31,12.081603644066734
2006-02-01,12.095626545897014
2006-02-02,12.150127986571588
2006-02-03,12.187328571329402
2006-02-06,12.22485297277658
2006-02-07,12.282523215836372
2006-02-08,12.304764175575665
2006-02-09,12.336665082843677
2006-02-10,12.356798439274424
2006-02-13,12.393020064014037
2006-02-14,12.387974400771448
2006-02-15,12.385309978295451
2006-02-16,12.35531259795148
2006-02-17,12.34420530879948
2006-02-21,12.346261876471642
2006-02-22,12.332085668077168
2006-02-23,12.318407463820852
2006-02-24,12.29364729400344
2006-02-27,12.273853623661894
2006-02-28,12.27566967530697
2006-03-01,12.255941865988335
2006-03-02,12.24189448914502
2006-03-03,12.234667804680816
2006-03-06,12.247346792877456
2006-03-07,12.25748627562214
2006-03-08,12.2589914444259
2006-03-09,12.268930052603668
2006-03-10,12.25922860687471
2006-03-13,12.23901728584567
2006-03-14,12.205559945298408
2006-03-15,12.186799309646572
2006-03-16,12.182342136649648
2006-03-17,12.181020844202676
2006-03-20,12.172867972512206
2006-03-21,12.161522946180783
2006-03-22,12.142298651972476
2006-03-23,12.122950226385369
2006-03-24,12.104657377592972
2006-03-27,12.09219831092936
2006-03-28,12.082437631571056
2006-03-29,12.061151910211844
2006-03-30,12.052043044514113
2006-03-31,12.03992460021181
2006-04-03,12.031432118838426
2006-04-04,12.01552212336328
2006-04-05,11.999909269888567
2006-04-06,11.99032857402426
2006-04-07,11.994972471473863
2006-04-10,11.998292948151416
2006-04-11,12.015159021546864
2006-04-12,12.027564523788694
2006-04-13,12.033372351820944
2006-04-17,12.042287159853794
2006-04-18,12.031918178937126
2006-04-19,12.020538739977695
2006-04-20,12.014514968217792
2006-04-21,12.007858651737122
2006-04-24,12.003852899753856
2006-04-25,11.99994508795337
2006-04-26,11.996284101835958
2006-04-27,11.993920256146437
2006-04-28,11.987862673098917
2006-05-01,11.996074307119128
2006-05-02,11.995984701483716
2006-05-03,11.995897119927577
2006-05-04,11.993923853762542
2006-05-05,11.988535752628437
2006-05-08,11.988699715477628
2006-05-09,11.988718176432943
2006-05-10,11.98577606687655
2006-05-11,11.992833880324223
2006-05-12,12.023377577569224
2006-05-15,12.04473345303368
2006-05-16,12.062638175394309
2006-05-17,12.119843920859212
2006-05-18,12.18580066045886
2006-05-19,12.253019671419676
2006-05-22,12.326157036816303
2006-05-23,12.405069894615515
2006-05-24,12.470582117351436
2006-05-25,12.510408333408831
2006-05-26,12.533281297799952
2006-05-30,12.61294111420767
2006-05-31,12.662434907596651
2006-06-01,12.6863323510119
2006-06-02,12.707241648865896
2006-06-05,12.757451596447153
2006-06-06,12.815522031800953
2006-06-07,12.878381355377666
2006-06-08,12.947058226221822
2006-06-09,13.01168592121357
2006-06-12,13.110537440481648
2006-06-13,13.243013538940948
2006-06-14,13.34431005604372
2006-06-15,13.375681520548998
2006-06-16,13.423040696639776
2006-06-19,13.476690331046914
2006-06-20,13.51565178535519
2006-06-21,13.53985905436924
2006-06-22,13.568012991771967
2006-06-23,13.595843116473782
2006-06-26,13.620013904856242
2006-06-27,13.65308989862426
2006-06-28,13.678424369756598
2006-06-29,13.67076362031456
2006-06-30,13.66380789541268
2006-07-05,13.66951325523607
2006-07-06,13.66928502115667
2006-07-07,13.672791005773576
2006-07-10,13.676826326433416
2006-07-11,13.67060646918004
2006-07-12,13.68007157553844
2006-07-13,13.727406300909756
2006-07-14,13.777045915181342
2006-07-17,13.832732136413968
2006-07-18,13.87735003037576
2006-07-19,13.896398208919344
2006-07-20,13.922675053546522
2006-07-21,13.962065356575271
2006-07-24,13.973566635690316
2006-07-25,13.983444195083235
2006-07-26,13.99060057809244
2006-07-27,14.001248229029247
2006-07-28,14.00492648258888
2006-07-31,14.015475898754934
2006-08-01,14.026997500160748
2006-08-02,14.030475657063665
2006-08-03,14.03523818575922
2006-08-04,14.038610109735618
2006-08-07,14.051764087262091
2006-08-08,14.064746026995032
2006-08-09,14.077229123621834
2006-08-10,14.081429687765327
2006-08-11,14.083823645356691
2006-08-14,14.085749600708525
2006-08-15,14.0784852089167
2006-08-16,14.060312630203352
2006-08-17,14.040521900147764
2006-08-18,14.014468848174074
2006-08-21,13.995026840332626
2006-08-22,13.975503417286566
2006-08-23,13.958490714427006
2006-08-24,13.94168897991326
2006-08-25,13.924126040972755
2006-08-28,13.905382083483952
2006-08-29,13.887940900718093
2006-08-30,13.870069799130947
2006-08-31,13.8533789745808
2006-09-01,13.833151249165828
2006-09-05,13.820315599628328
2006-09-06,13.819459946394144
2006-09-07,13.82010404573683
2006-09-08,13.81309036043066
2006-09-11,13.804356290739973
2006-09-12,13.784386265335336
2006-09-13,13.756819968462288
2006-09-14,13.733490323202531
2006-09-15,13.712652373989185
2006-09-18,13.692269622995717
2006-09-19,13.674231953806192
2006-09-20,13.650196207639274
2006-09-21,13.635479008168314
2006-09-22,13.624502100592435
2006-09-25,13.608722527519268
2006-09-26,13.586943128266414
2006-09-27,13.565937274207949
2006-09-28,13.546635958064083
