Date,Price
2006-01-03,532.5
2006-01-04,533.9762755284247
2006-01-05,531.9835674258024
2006-01-06,534.2323126961096
2006-01-09,537.4240587582153
2006-01-10,538.782061134661
2006-01-11,540.3782749104048
2006-01-12,541.4817022578303
2006-01-13,543.190966457248
2006-01-17,544.2940709410875
2006-01-18,544.3126892495185
2006-01-19,545.531720386808
2006-01-20,546.1814348195994
2006-01-23,547.0745410443002
2006-01-24,547.8097057898104
2006-01-25,548.7292972597064
2006-01-26,549.3883619747904
2006-01-27,549.9135460369927
2006-01-30,551.0087286239992
2006-01-31,552.2423607108901
2006-02-01,553.2877154201539
2006-02-02,554.3677264373259
2006-02-03,555.126085052636
2006-02-06,555.9360815359199
2006-02-07,555.889928815905
2006-02-08,555.8081480343075
2006-02-09,556.2721645840346
2006-02-10,556.1710649625144
2006-02-13,555.6746461317422
2006-02-14,555.4431532484887
2006-02-15,555.0209098043753
2006-02-16,554.8208086717176
2006-02-17,554.8139067780403
2006-02-21,554.8682110870886
2006-02-22,554.9194737933194
2006-02-23,554.8035348536454
2006-02-24,554.9834680679319
2006-02-27,555.038832038685
2006-02-28,555.2764542130052
2006-03-01,555.552283028505
2006-03-02,555.9329210592424
2006-03-03,556.2356889209196
2006-03-06,556.2495548553952
2006-03-07,556.2074301001949
2006-03-08,555.9263353853751
2006-03-09,555.7196222213961
2006-03-10,555.3918779200883
2006-03-13,555.2157350264164
2006-03-14,555.167148604116
2006-03-15,555.1506141486067
2006-03-16,555.1558996850684
2006-03-17,555.1547341642035
2006-03-20,555.1741313189704
2006-03-21,555.134246541781
2006-03-22,555.0659061583693
2006-03-23,554.9822622800887
2006-03-24,555.0889016570576
2006-03-27,555.3235074322789
2006-03-28,555.5429831516882
2006-03-29,555.8723034213581
2006-03-30,556.5299461348816
2006-03-31,557.0751795981431
2006-04-03,557.7395562840732
2006-04-04,558.3189266613091
2006-04-05,558.9144402888234
2006-04-06,559.6167911361829
2006-04-07,560.1800553227571
2006-04-10,560.8808241080272
2006-04-11,561.5223700642342
2006-04-12,562.1778705667734
2006-04-13,562.7963326986212
2006-04-17,563.7004469141503
2006-04-18,564.6530977801485
2006-04-19,565.7824898905092
2006-04-20,566.681217879271
2006-04-21,567.7502957192951
2006-04-24,568.6146643170947
2006-04-25,569.6153391105448
2006-04-26,570.710179629491
2006-04-27,571.6938286903423
2006-04-28,572.9253592076095
2006-05-01,574.212798157794
2006-05-02,575.5765219972446
2006-05-03,576.9257982273787
2006-05-04,578.3606247570021
2006-05-05,579.8757806250642
2006-05-08,581.2958872242631
2006-05-09,582.9902948338347
2006-05-10,584.7079090610989
2006-05-11,586.6095113775049
2006-05-12,588.338150784098
2006-05-15,589.664089586254
2006-05-16,591.0710893692127
2006-05-17,592.4352654611253
2006-05-18,593.6259491963705
2006-05-19,594.4737684318329
2006-05-22,595.3146000181323
2006-05-23,596.3509822968059
2006-05-24,596.8919474999694
2006-05-25,597.5666358647736
2006-05-26,598.261378378821
2006-05-30,599.0662851113624
2006-05-31,599.7086788152218
2006-06-01,600.1411736353137
2006-06-02,600.661499594218
2006-06-05,601.2702474726974
2006-06-06,601.6918305621527
2006-06-07,602.0797735984708
2006-06-08,602.2261992198601
2006-06-09,602.3577033673428
2006-06-12,602.468422999974
2006-06-13,602.0287135003935
2006-06-14,601.5925933941895
2006-06-15,601.2100767160659
2006-06-16,600.9725640896106
2006-06-19,600.6261210883102
2006-06-20,600.3830503374619
2006-06-21,600.2701640554061
2006-06-22,600.0919380287387
2006-06-23,599.9475462197177
2006-06-26,599.8018261523803
2006-06-27,599.6192273999022
2006-06-28,599.3992522693001
2006-06-29,599.2756327577009
2006-06-30,599.4718896111533
2006-07-05,599.8254485043664
2006-07-06,600.250699073983
2006-07-07,600.6522367924565
2006-07-10,600.9470834612789
2006-07-11,601.4316965329707
2006-07-12,602.0048863130831
2006-07-13,602.6065790482116
2006-07-14,603.3554062903575
2006-07-17,603.9097469714145
2006-07-18,604.2011693946332
2006-07-19,604.6395574853701
2006-07-20,604.9551538956027
2006-07-21,605.1273999536364
2006-07-24,605.2183795870703
2006-07-25,605.3620750340724
2006-07-26,605.5475502384708
2006-07-27,605.849108900042
2006-07-28,606.3173871869449
2006-07-31,606.7682462119626
2006-08-01,607.3464352146099
2006-08-02,607.9757138218049
2006-08-03,608.5181248389149
2006-08-04,609.042365914474
2006-08-07,609.5983139689729
2006-08-08,610.1228351500955
2006-08-09,610.6921401091593
2006-08-10,611.0788601453515
2006-08-11,611.4431259836429
2006-08-14,611.7470889846888
2006-08-15,611.9774793637536
2006-08-16,612.2712725295598
2006-08-17,612.4126743277801
2006-08-18,612.5132970041901
2006-08-21,612.7586795599897
2006-08-22,612.9880489592774
2006-08-23,613.2037932590902
2006-08-24,613.3684363668739
2006-08-25,613.5557717311327
2006-08-28,613.6667706017181
2006-08-29,613.7249847712593
2006-08-30,613.8573821856593
2006-08-31,614.0747105136427
2006-09-01,614.2723449534197
2006-09-05,614.6199481420336
2006-09-06,614.9091228696673
2006-09-07,615.0152771471411
2006-09-08,615.0395210571106
2006-09-11,614.8515212146867
2006-09-12,614.6339922936367
2006-09-13,614.4401724342916
2006-09-14,614.1398746009895
2006-09-15,613.8114573865112
2006-09-18,613.5901150745265
2006-09-19,613.2703362141177
2006-09-20,612.9858049925657
2006-09-21,612.7266187272929
2006-09-22,612.5448930614248
2006-09-25,612.3704995258123
2006-09-26,612.210669444134
2006-09-27,612.1174985383686
2006-09-28,612.1047807449122
2006-09-29,612.0222881550753
