Date,Price
2006-01-03,63.14
2006-01-04,63.39454568594831
2006-01-05,63.10665006436904
2006-01-06,63.46263403165677
2006-01-09,63.47175106955421
2006-01-10,63.45178734434336
2006-01-11,63.53189835959543
2006-01-12,63.58945455949573
2006-01-13,63.63033599439848
2006-01-17,63.92548784211622
2006-01-18,64.10467225457639
2006-01-19,64.35107262829808
2006-01-20,64.68297936492947
2006-01-23,64.94514451450172
2006-01-24,65.09602368503884
2006-01-25,65.14629794973116
2006-01-26,65.21601411425151
2006-01-27,65.36610775367566
2006-01-30,65.53261359800322
2006-01-31,65.65900665475162
2006-02-01,65.70438993998823
2006-02-02,65.65517270263138
2006-02-03,65.64207360657798
2006-02-06,65.61865808807772
2006-02-07,65.51183565529468
2006-02-08,65.39151262157107
2006-02-09,65.28306085278957
2006-02-10,65.15308554246941
2006-02-13,65.01037703122847
2006-02-14,64.81844374828994
2006-02-15,64.57349460534196
2006-02-16,64.3709244058479
2006-02-17,64.22646979796089
2006-02-21,64.12874463811652
2006-02-22,64.03392244451652
2006-02-23,63.93049879787824
2006-02-24,63.9010632155949
2006-02-27,63.81945601065169
2006-02-28,63.7533042908732
2006-03-01,63.70548298167928
2006-03-02,63.69642765321067
2006-03-03,63.695750150392286
2006-03-06,63.663490161553945
2006-03-07,63.6122958119714
2006-03-08,63.52580261957441
2006-03-09,63.45366530905555
2006-03-10,63.37276014557946
2006-03-13,63.33633093088212
2006-03-14,63.33105613884934
2006-03-15,63.30559661224109
2006-03-16,63.3115108649157
2006-03-17,63.30003396896348
2006-03-20,63.23998461926441
2006-03-21,63.18519568715752
2006-03-22,63.15660348308988
2006-03-23,63.17159582769043
2006-03-24,63.19293674426452
2006-03-27,63.21162683607132
2006-03-28,63.26609726938622
2006-03-29,63.32594309618435
2006-03-30,63.39686376254666
2006-03-31,63.45604508276441
2006-04-03,63.515392743970246
2006-04-04,63.563842186443225
2006-04-05,63.62566009788554
2006-04-06,63.70082591290406
2006-04-07,63.76435561788568
2006-04-10,63.84906935676894
2006-04-11,63.935460535363504
2006-04-12,64.01348264546702
2006-04-13,64.10092940473366
2006-04-17,64.20365930749148
2006-04-18,64.31902868570153
2006-04-19,64.44452014172346
2006-04-20,64.56332880130293
2006-04-21,64.72963945131687
2006-04-24,64.86324331177535
2006-04-25,64.98665327249768
2006-04-26,65.09259207789094
2006-04-27,65.18148970227516
2006-04-28,65.2819471113941
2006-05-01,65.4071441703794
2006-05-02,65.54290084650043
2006-05-03,65.64149317050344
2006-05-04,65.70390875437546
2006-05-05,65.76855163041837
2006-05-08,65.82578075801081
2006-05-09,65.89484113097625
2006-05-10,65.98273247234245
2006-05-11,66.08543498609481
2006-05-12,66.1682118091041
2006-05-15,66.21297465741331
2006-05-16,66.25847526260404
2006-05-17,66.29161445599063
2006-05-18,66.33438861137627
2006-05-19,66.36394026039218
2006-05-22,66.40228246135611
2006-05-23,66.47353355527257
2006-05-24,66.5183081412498
2006-05-25,66.58143354184341
2006-05-26,66.64403598341501
2006-05-30,66.71406448082026
2006-05-31,66.77324319060922
2006-06-01,66.81912926446846
2006-06-02,66.88966285048608
2006-06-05,66.96238242988052
2006-06-06,67.03255558132402
2006-06-07,67.080319097536
2006-06-08,67.12135840740473
2006-06-09,67.17768672626391
2006-06-12,67.21726449065238
2006-06-13,67.233889658557
2006-06-14,67.25738760877474
2006-06-15,67.28491600094014
2006-06-16,67.31663797752356
2006-06-19,67.33688748704921
2006-06-20,67.35632526347264
2006-06-21,67.39223945432104
2006-06-22,67.43371902193593
2006-06-23,67.47490449273792
2006-06-26,67.52655116552835
2006-06-27,67.57882397600137
2006-06-28,67.633492492843
2006-06-29,67.7030380886045
2006-06-30,67.77635511853113
2006-07-05,67.86335264739377
2006-07-06,67.9484629423989
2006-07-07,68.02006607480998
2006-07-10,68.08503321630273
2006-07-11,68.15541990256055
2006-07-12,68.23390651596911
2006-07-13,68.3314119147613
2006-07-14,68.43130438380125
2006-07-17,68.50995857156282
2006-07-18,68.56739764738586
2006-07-19,68.6140043025356
2006-07-20,68.66472706541569
2006-07-21,68.73003469453684
2006-07-24,68.80144171997314
2006-07-25,68.85721284908664
2006-07-26,68.91435532006128
2006-07-27,68.97744773350108
2006-07-28,69.02513948585599
2006-07-31,69.08513655418304
2006-08-01,69.15000865796992
2006-08-02,69.22401603769224
2006-08-03,69.29316008750907
2006-08-04,69.3536459086149
2006-08-07,69.43784747113173
2006-08-08,69.51356564352899
2006-08-09,69.58873813592619
2006-08-10,69.63714774480013
2006-08-11,69.68876668754655
2006-08-14,69.73075895075765
2006-08-15,69.76697717365639
2006-08-16,69.79010042294608
2006-08-17,69.79303481431543
2006-08-18,69.80765353284795
2006-08-21,69.83628179284058
2006-08-22,69.86649904014745
2006-08-23,69.88694556463024
2006-08-24,69.91360700295418
2006-08-25,69.94155368411342
2006-08-28,69.94873741340487
2006-08-29,69.94617563860585
2006-08-30,69.94707377215322
2006-08-31,69.95042169720698
2006-09-01,69.94229780785508
2006-09-05,69.9279776928666
2006-09-06,69.90211090017578
2006-09-07,69.87463923745857
2006-09-08,69.8361270072668
2006-09-11,69.79128224953709
2006-09-12,69.72736394473579
2006-09-13,69.66642474926421
2006-09-14,69.59827564569287
2006-09-15,69.53208935228947
2006-09-18,69.47163577485752
2006-09-19,69.38934517059543
2006-09-20,69.29538646662073
2006-09-21,69.21439659605016
2006-09-22,69.12342558669225
2006-09-25,69.04294488831432
2006-09-26,68.95878131593626
2006-09-27,68.8959945218929
2006-09-28,68.8318359116417
