Date,resid,log_resid,diff_log_resid
2007-03-23,0.0516735847162667,-2.9628085619603075,0.8173107525929977
2007-03-26,0.0703987598972764,-2.653579631068794,0.3092289308915137
2007-03-27,0.0835590600928317,-2.4822015906477035,0.17137804042109028
2007-03-28,0.0755198226724557,-2.5833601052348345,-0.10115851458713099
2007-03-29,0.0590800495219291,-2.8288619831011457,-0.24550187786631117
2007-03-30,0.0317275526741002,-3.450569806078033,-0.6217078229768873
2007-05-02,0.0341128022939496,-3.378082531310152,0.7854442534516148
2007-05-03,0.0678355208897694,-2.690669314298355,0.6874132170117968
2007-05-04,0.1050219496605142,-2.253585906285497,0.43708340801285805
2007-05-07,0.1391953647324843,-1.9718768309718542,0.28170907531364286
2007-05-08,0.1683172369549615,-1.7819047649967001,0.18997206597515404
2007-05-09,0.2135623435912392,-1.5438264814862253,0.2380782835104749
2007-05-10,0.2441479095381249,-1.4099810507141755,0.1338454307720498
2007-05-11,0.2849671572641333,-1.2553813430235647,0.1545997076906107
2007-05-14,0.3230493677971445,-1.1299501259613216,0.12543121706224314
2007-05-15,0.3670866313413328,-1.0021574060824427,0.12779271987887886
2007-05-16,0.4203399545239075,-0.866691479571706,0.13546592651073674
2007-05-17,0.462098161679727,-0.7719779393009598,0.09471354027074619
2007-05-18,0.5163003691041849,-0.6610665721942425,0.11091136710671734
2007-05-21,0.5599575143082978,-0.579894365437623,0.08117220675661951
2007-05-22,0.6100814199224591,-0.4941628554390932,0.08573150999852974
2007-05-23,0.6571994723356742,-0.41976769571698147,0.07439515972211175
2007-05-24,0.6890156949001627,-0.37249122898240244,0.047276466734579026
2007-05-25,0.723595930504315,-0.32352214943436397,0.048969079548038474
2007-05-29,0.7646103952397617,-0.2683888621546961,0.055133287279667875
2007-05-30,0.8143633914356042,-0.20534858577333798,0.06304027638135812
2007-05-31,0.8653163357351145,-0.14466013285226176,0.06068845292107622
2007-06-01,0.913789960976462,-0.09015453593162955,0.05450559692063221
2007-06-04,0.9668734806627152,-0.03368762904560526,0.056466906886024286
2007-06-05,1.0139820728886075,0.013885225415671512,0.04757285446127677
2007-06-06,1.0445080442576515,0.04354600352398569,0.029660778108314176
2007-06-07,1.0471222464306615,0.04604568384116547,0.0024996803171797796
2007-06-08,1.0690537203040942,0.06677388363723934,0.02072819979607387
2007-06-11,1.091888546623091,0.08790880858190864,0.0211349249446693
2007-06-12,1.1050921782939624,0.09992875076107653,0.012019942179167895
2007-06-13,1.1448230273150464,0.13525006376347207,0.035321313002395535
2007-06-14,1.1949288247689391,0.17808662274684292,0.042836558983370854
2007-06-15,1.2591026899518838,0.2303993164316892,0.052312693684846284
2007-06-18,1.3110606688727555,0.2708364805016379,0.04043716406994868
2007-06-19,1.3601578071179157,0.3076007276619881,0.036764247160350205
2007-06-20,1.3936887919233736,0.331954039153161,0.024353311491172924
2007-06-21,1.427919657720286,0.3562186002339812,0.0242645610808202
2007-06-22,1.4439518952164936,0.3673837263537404,0.011165126119759172
2007-06-25,1.4514300517578231,0.37254931300638844,0.0051655866526480465
2007-06-26,1.4390896469053995,0.3640107240227439,-0.008538588983644513
2007-06-27,1.4430967075615455,0.36679129595327015,0.002780571930526221
2007-06-28,1.4425836660779812,0.3664357184654399,-0.000355577487830272
2007-06-29,1.479333347513661,0.39159154542791275,0.02515582696247287
2007-07-02,1.4972442354068929,0.4036262420343971,0.012034696606484374
2007-07-03,1.5256687763582455,0.4224328558022506,0.018806613767853475
2007-07-05,1.5510418289611403,0.43892685285791383,0.016493997055663234
2007-07-06,1.575114295649086,0.45432783831070445,0.015400985452790616
2007-07-09,1.5931230784667954,0.46569629000662593,0.011368451695921489
2007-07-10,1.5940024249775313,0.46624810168275777,0.0005518116761318304
2007-07-11,1.485636649049456,0.39584340027916864,-0.07040470140358912
2007-07-12,1.5344156107774956,0.4281495989596574,0.03230619868048873
2007-07-13,1.5887688136769356,0.4629593852622301,0.034809786302572754
2007-07-16,1.6516474488456676,0.5017732436348485,0.038813858372618415
2007-07-17,1.711292581889318,0.5372489808108992,0.03547573717605068
2007-07-18,1.766273376121681,0.568871889817445,0.03162290900654574
2007-07-19,1.8319386072169572,0.6053747543459652,0.03650286452852025
2007-07-20,1.8705161757019653,0.6262144225644297,0.020839668218464502
2007-07-23,1.9109845086175208,0.6476185587980264,0.021404136233596716
2007-07-24,1.919823907823306,0.6522334671582807,0.004614908360254244
2007-07-25,1.9317379723312795,0.658420101505083,0.006186634346802333
2007-07-26,1.9090069067197728,0.6465831627149456,-0.011836938790137363
2007-07-27,1.862901256898576,0.6221350880132693,-0.024448074701676314
2007-07-30,1.828481165648378,0.6034856581158448,-0.018649429897424574
2007-07-31,1.7828626147232645,0.5782202830369356,-0.025265375078909136
2007-08-01,1.7436010948131306,0.5559525692857405,-0.022267713751195073
2007-08-02,1.7177692638825195,0.5410265094681267,-0.014926059817613857
2007-08-03,1.661524446019904,0.507735521927207,-0.03329098754091975
2007-08-06,1.627614486767339,0.48711543779842575,-0.02062008412878119
2007-08-07,1.6072393095605189,0.4745179926319537,-0.012597445166472043
2007-08-08,1.5977957755830776,0.468625039166376,-0.005892953465577722
2007-08-09,1.5557988223388644,0.4419891258413264,-0.02663591332504961
2007-08-10,1.504313307333618,0.40833651987916186,-0.03365260596216452
2007-08-13,1.4557124268004875,0.37549542120141083,-0.032841098677751035
2007-08-14,1.3841343923407634,0.3250749567736203,-0.05042046442779052
2007-08-15,1.2926723295920983,0.25671164895149495,-0.06836330782212535
2007-08-16,1.2127607611792073,0.1928993814736062,-0.06381226747788876
2007-08-17,1.1550806925850394,0.14417020524339239,-0.048729176230213805
2007-08-20,1.098245517575667,0.0937139224410358,-0.05045628280235659
2007-08-21,1.0438555704668904,0.04292113742558116,-0.05079278501545464
2007-08-22,1.00602979768448,0.0060116912035769075,-0.036909446222004254
2007-08-23,0.970933007241848,-0.02949780664271038,-0.035509497846287284
2007-08-24,0.9489610986744972,-0.05238747312546997,-0.022889666482759592
2007-08-27,0.9161773095844192,-0.08754536362484394,-0.03515789049937397
2007-08-28,0.8528115352661826,-0.15921669931801438,-0.07167133569317044
2007-08-29,0.8254530925345633,-0.19182284033207045,-0.03260614101405607
2007-08-30,0.7957251805743603,-0.22850140328516447,-0.03667856295309402
2007-08-31,0.78476681534919,-0.2423686558385566,-0.013867252553392134
2007-09-04,0.7906865513856356,-0.23485365854157292,0.007514997296983683
2007-09-05,0.7815364664509346,-0.24649346808393274,-0.011639809542359825
2007-09-06,0.7863150400143464,-0.24039775258989537,0.006095715494037368
2007-09-07,0.7800842702254911,-0.24835332638363553,-0.00795557379374015
2007-09-10,0.7641310920635638,-0.26901591806425806,-0.02066259168062254
2007-09-11,0.7676277122320824,-0.26445041306139205,0.0045655050028660105
2007-09-12,0.7659293802753858,-0.2666653063435447,-0.00221489328215263
2007-09-13,0.768851755203543,-0.26285710412840224,0.003808202215142442
2007-09-14,0.7933916248985811,-0.23143832692109417,0.03141877720730807
2007-09-17,0.813902583944751,-0.20591459588485908,0.025523731036235092
2007-09-18,0.8797305911093636,-0.1281395648489135,0.07777503103594557
2007-09-19,0.9530549149174874,-0.048082753779811846,0.08005681106910166
2007-09-20,1.0152468201469986,0.015131755490715654,0.0632145092705275
2007-09-21,1.0842771383437182,0.0809135330200279,0.06578177752931225
2007-09-24,1.1648227160371354,0.15256890036244206,0.07165536734241415
2007-09-25,1.2426294478511988,0.2172296569431817,0.06466075658073964
2007-09-26,1.324153345771656,0.28077327087741677,0.06354361393423508
2007-09-27,1.4181121221134116,0.34932649558586226,0.06855322470844549
2007-09-28,1.5058245165282818,0.4093405996987954,0.06001410411293312
2007-10-01,1.6072437905767831,0.47452078064864234,0.06518018094984696
2007-10-02,1.700360714552556,0.530840413585026,0.056319632936383646
2007-10-03,1.7861139350557798,0.5800422738438821,0.04920186025885609
2007-10-04,1.874128397045102,0.6281436964345566,0.048101422590674514
2007-10-05,1.9759627799302213,0.6810557630805734,0.052912066646016775
2007-10-08,2.0643410542289446,0.7248110734207899,0.04375531034021651
2007-10-09,2.173767941550337,0.7764620403844789,0.05165096696368898
2007-10-10,2.2875927606687534,0.8275000684573885,0.05103802807290969
2007-10-11,2.388362678829742,0.8706080595552743,0.04310799109788577
2007-10-12,2.4937761534069023,0.9137980891827574,0.043190029627483084
2007-10-15,2.5846433129254014,0.9495875150453792,0.03578942586262179
2007-10-16,2.658771150531667,0.9778640425666457,0.028276527521266526
2007-10-17,2.746681053693781,1.0103932932348612,0.03252925066821544
2007-10-18,2.8144939659241337,1.0347824819950178,0.02438918876015661
2007-10-19,2.843094757502368,1.0448931622232998,0.010110680228281987
2007-10-22,2.883386859478109,1.0589655960842168,0.014072433860917055
2007-10-23,2.9419220993642976,1.0790631430266018,0.02009754694238497
2007-10-24,2.9940599870015765,1.0966303215353934,0.017567178508791637
2007-10-25,3.033807123986091,1.1098183073782588,0.013187985842865402
2007-10-26,3.0851195742056445,1.1265904164783767,0.016772109100117838
2007-10-29,3.138990398817701,1.1439012191796691,0.017310802701292483
2007-10-30,3.186489642944444,1.1589198854748988,0.015018666295229632
2007-10-31,3.244363316632789,1.1769191264779548,0.017999241003056055
2007-11-01,3.26953585486988,1.1846480344279047,0.007728907949949848
2007-11-02,3.28921581866199,1.1906491833764155,0.006001148948510782
2007-11-05,3.306559990100527,1.1959083710499643,0.005259187673548826
2007-11-06,3.337767609744869,1.2053022032069993,0.009393832157035042
2007-11-07,3.327100855915293,1.2021013109487628,-0.0032008922582364985
2007-11-08,3.302651594403263,1.1947256592838533,-0.007375651664909499
2007-11-09,3.256698916934076,1.180714080183222,-0.014011579100631222
2007-11-12,3.198842348512225,1.1627889782626128,-0.017925101920609254
2007-11-13,3.1702367175663158,1.1538062594123424,-0.008982718850270466
2007-11-14,3.144387722876682,1.1456191884891482,-0.00818707092319415
2007-11-15,3.0982765119169584,1.1308459929881114,-0.01477319550103684
2007-11-16,3.068124991830376,1.1210666231674384,-0.009779369820672956
2007-11-19,3.018310376484153,1.1046971968351906,-0.016369426332247805
2007-11-20,2.98221250231517,1.0926654754786613,-0.012031721356529301
2007-11-21,2.9162648713907324,1.0703036438315359,-0.022361831647125463
2007-11-23,2.8759808026041718,1.0563937648032022,-0.013909879028333627
2007-11-26,2.8118905991577883,1.0338570681979253,-0.022536696605276907
2007-11-27,2.775456415027459,1.0208152075578205,-0.013041860640104819
2007-11-28,2.7834623536199907,1.023695603714322,0.0028803961565015967
2007-11-29,2.779974499431711,1.0224417547941835,-0.0012538489201385783
2007-11-30,2.7883427716307096,1.0254474306892918,0.0030056758951082507
2007-12-03,2.784880325261619,1.0242049012752126,-0.0012425294140792076
2007-12-04,2.7691898850426107,1.0185548171509755,-0.005650084124237065
2007-12-05,2.7785664084387016,1.0219351142759372,0.0033802971249616842
2007-12-06,2.8034094564050007,1.0308363394326132,0.008901225156676018
2007-12-07,2.826635011303693,1.039086962241754,0.008250622809140795
2007-12-10,2.8623259523981583,1.0516345643761364,0.01254760213438244
2007-12-11,2.864199461940396,1.0522888912055925,0.0006543268294560978
2007-12-12,2.8774464227622416,1.0569032420703552,0.004614350864762695
2007-12-13,2.892022306295713,1.0619560173704077,0.005052775300052437
2007-12-14,2.897175644966117,1.063736346899626,0.0017803295292182497
2007-12-17,2.886228913729444,1.0599507758926896,-0.003785571006936328
2007-12-18,2.8765252661311527,1.0565830609193996,-0.0033677149732900258
2007-12-19,2.869600526700103,1.0541728307806997,-0.002410230138699898
2007-12-20,2.8642968684580383,1.052322898914434,-0.0018499318662656972
2007-12-21,2.8667612890501704,1.0531829218548057,0.0008600229403716853
2007-12-24,2.886620639203885,1.060086488930575,0.006903567075769335
2007-12-26,2.9074893495957137,1.0672899423242532,0.0072034533936782275
2007-12-27,2.9053973431086177,1.0665701599895858,-0.000719782334667407
2007-12-28,2.898958051539131,1.064351379858674,-0.0022187801309119237
2007-12-31,2.876896855283811,1.0567122324438707,-0.007639147414803205
2008-01-02,2.8439471068642668,1.0451929136190548,-0.011519318824815938
2008-01-03,2.818830057711222,1.0363219257142973,-0.008870987904757488
2008-01-04,2.7577165448857017,1.014402998485892,-0.02191892722840527
2008-01-07,2.70393125409184,0.9947067340749243,-0.019696264410967723
2008-01-08,2.627560984531045,0.9660560335970672,-0.028650700477857116
2008-01-09,2.56575677137346,0.9422534726802062,-0.02380256091686095
2008-01-10,2.5168370925799697,0.9230029912059503,-0.0192504814742559
2008-01-11,2.4533423640275496,0.8974513250553907,-0.025551666150559593
2008-01-14,2.4048620907181144,0.8774925591768161,-0.01995876587857459
2008-01-15,2.337453091539301,0.8490619141886708,-0.028430644988145293
2008-01-16,2.267778021196712,0.8188005068236177,-0.030261407365053117
2008-01-17,2.17928556049236,0.7789970985427843,-0.0398034082808334
2008-01-18,2.0782149340222027,0.7315093204476425,-0.04748777809514182
2008-01-22,1.9591594717391372,0.6725155403144291,-0.058993780133213436
2008-01-23,1.8631197470560423,0.6222523660197458,-0.0502631742946833
2008-01-24,1.7764670973451588,0.5746266152520711,-0.04762575076767461
2008-01-25,1.6731842700298545,0.5147285594120564,-0.05989805584001473
2008-01-28,1.5803174548730348,0.4576257476627118,-0.05710281174934462
2008-01-29,1.486551920070072,0.396459290575671,-0.061166457087040826
2008-01-30,1.3779728062903662,0.3206134382097831,-0.07584585236588787
2008-01-31,1.2852612128658,0.2509619761836955,-0.06965146202608763
2008-02-01,1.2223373848765509,0.2007649150132551,-0.05019706117044037
2008-02-04,1.1388643138858383,0.13003154996392927,-0.07073336504932584
2008-02-05,1.031865671267514,0.031368495086896514,-0.09866305487703275
2008-02-06,0.9175436806180152,-0.0860550918836372,-0.11742358697053372
2008-02-07,0.8100953576611218,-0.2106033127371985,-0.1245482208535613
2008-02-08,0.7091834635287739,-0.3436410221312384,-0.13303770939403992
2008-02-11,0.6257989904145351,-0.4687260610204126,-0.12508503888917416
2008-02-12,0.5631592416225137,-0.5741928460352941,-0.10546678501488149
2008-02-13,0.5075004765655242,-0.6782576290212676,-0.10406478298597355
2008-02-14,0.4318184585592197,-0.8397500138780436,-0.16149238485677597
2008-02-15,0.3746891173387768,-0.9816586172691312,-0.14190860339108757
2008-02-19,0.3187832970416864,-1.143243726657952,-0.16158510938882087
2008-02-20,0.2785508129475673,-1.278154784021753,-0.13491105736380105
2008-02-21,0.2444549955440339,-1.4087240543142405,-0.13056927029248744
2008-02-22,0.2354715305811159,-1.446165262085521,-0.03744120777128046
2008-02-25,0.2309510013085183,-1.4655497065075678,-0.019384444422046787
2008-02-26,0.2455279199886269,-1.4043446111727413,0.06120509533482643
2008-02-27,0.2825110543384727,-1.2640375987595425,0.14030701241319887
2008-02-28,0.2916278311591745,-1.2322768404693236,0.03176075829021885
2008-02-29,0.2867387861095807,-1.2491836305914712,-0.016906790122147575
2008-03-03,0.2799878314183981,-1.2730091359772735,-0.023825505385802304
2008-03-04,0.2805464146295615,-1.2710160966580801,0.001993039319193368
2008-03-05,0.2851078675959475,-1.2548876875272332,0.0161284091308469
2008-03-06,0.276500286851242,-1.2855434205836058,-0.03065573305637259
2008-03-07,0.2568013663409382,-1.3594523865382029,-0.07390896595459706
2008-03-10,0.220915198970018,-1.5099763661696406,-0.1505239796314377
2008-03-11,0.22696487341754,-1.482960016128623,0.027016350041017656
2008-03-12,0.2109458303849687,-1.5561539064996772,-0.07319389037105428
2008-03-13,0.192134833918311,-1.6495578934323165,-0.0934039869326393
2008-03-14,0.1472161351072856,-1.9158534651939005,-0.266295571761584
2008-03-17,0.0848961541586176,-2.4663264851759124,-0.5504730199820118
2008-03-18,0.0801260062651156,-2.5241548051291725,-0.0578283199532601
2008-03-19,0.0365676888726544,-3.3085902461748873,-0.7844354410457148
2008-03-20,0.0110287080641531,-4.507253581846786,-1.198663335671899
2008-03-24,0.0033921422980623,-5.686293610852715,-1.1790400290059289
2008-04-30,0.0994265781340121,-2.3083358154067364,0.689187363445654
2008-05-01,0.1775432453233199,-1.728541064116668,0.5797947512900683
2008-05-02,0.2741385727452196,-1.2941215604913547,0.43441950362531334
2008-05-05,0.36734259226051,-1.0014603724641855,0.29266118802716923
2008-05-06,0.4722833663400357,-0.7501761211206686,0.25128425134351695
2008-05-07,0.5545672065451491,-0.5895672774708999,0.16060884364976868
2008-05-08,0.6407869603502931,-0.4450582324514281,0.14450904501947176
2008-05-09,0.7251554059319256,-0.3213692940882336,0.1236889383631945
2008-05-12,0.8182954558776534,-0.2005318145894141,0.12083747949881951
2008-05-13,0.9127476366802496,-0.09129584767981726,0.10923596690959685
2008-05-14,1.00247101830708,0.0024679703613302737,0.09376381804114753
2008-05-15,1.119299567527428,0.11270310353529907,0.1102351331739688
2008-05-16,1.2360239183411017,0.21189971025692128,0.09919660672162221
