Date,resid,log_resid,diff_log_resid,minmax_scaled
2006-07-05,7.739770551576508,2.04637204266307,0.0237910269453727,0.5264829543895885
2006-07-06,7.987115631423949,2.0778296972843107,0.0314576546212408,0.5279335169718151
2006-07-07,8.208336733401504,2.1051503126114604,0.0273206153271496,0.5271507693734024
2006-07-10,8.340648685869853,2.12114099342626,0.0159906808147995,0.5250070916369155
2006-07-11,8.66489587087299,2.15927990588509,0.0381389124588298,0.5291976428732098
2006-07-12,9.049837460112387,2.2027467973419723,0.0434668914568825,0.530205721953115
2006-07-13,10.611123957331458,2.361902880788299,0.1591560834463266,0.5520946697620895
2006-07-14,11.130406829517364,2.40968071713671,0.0477778363484109,0.5310213733213659
2006-07-17,11.463523888669744,2.439170158668124,0.0294894415314135,0.5275611216524312
2006-07-18,11.57062499029644,2.4484695579226665,0.0092993992545431,0.5237410691993055
2006-07-19,11.789121635826854,2.467177210995914,0.0187076530732475,0.5255211557680664
2006-07-20,11.878454253366211,2.4747261921160097,0.0075489811200957,0.5234098817259563
2006-07-21,11.800495231094455,2.4681414993277744,-0.0065846927882353,0.5207357231013826
2006-07-24,11.616116774553964,2.4523935109377266,-0.0157479883900477,0.5190019837975021
2006-07-25,11.481468369626544,2.440734289473942,-0.0116592214637845,0.5197755980333091
2006-07-26,11.318626632537017,2.426449743200857,-0.0142845462730849,0.5192788740373663
2006-07-27,11.299130778007695,2.424725800459419,-0.0017239427414379,0.521655400231607
2006-07-28,11.41196285312872,2.434662178274866,0.0099363778154466,0.5238615885860805
2006-07-31,11.515647200944937,2.443706736725332,0.0090445584504657,0.5236928521017173
2006-08-01,11.740972575565497,2.4630846538618103,0.0193779171364787,0.5256479729308973
2006-08-02,12.012848794323045,2.485976809822684,0.0228921559608736,0.5263128837051247
2006-08-03,12.15886144934164,2.4980582413436627,0.0120814315209787,0.5242674429947802
2006-08-04,12.333083860457318,2.512285396241048,0.0142271548973851,0.5246734241084088
2006-08-07,12.55256960806737,2.529925394266247,0.0176399980251993,0.5253191503324433
2006-08-08,12.765534004798743,2.546748883331865,0.0168234890656178,0.5251646629365638
2006-08-09,12.96614503127964,2.562341732196929,0.0155928488650638,0.524931819931454
2006-08-10,12.9394266100831,2.5602789766599927,-0.0020627555369361,0.5215912952320807
2006-08-11,12.849256586649084,2.553285956488609,-0.0069930201713832,0.5206584656097795
2006-08-14,12.738098470407207,2.5445973823642,-0.0086885741244095,0.5203376587016589
2006-08-15,12.54077172497808,2.528985074378033,-0.0156123079861663,0.5190276551781056
2006-08-16,12.381076602023382,2.516169226482122,-0.0128158478959115,0.5195567587867732
2006-08-17,12.08561131705226,2.492015597654918,-0.0241536288272041,0.5174115964703375
2006-08-18,11.814810152539255,2.4693538421677728,-0.0226617554871451,0.5176938660334367
2006-08-21,11.644965020890089,2.4548738995439088,-0.0144799426238639,0.5192419041143276
2006-08-22,11.464830808621477,2.439284158993956,-0.0155897405499532,0.519031925044849
2006-08-23,11.258226380580837,2.4210990952586395,-0.018185063735316,0.5185408774994826
2006-08-24,11.05307170481534,2.402708371670061,-0.0183907235885785,0.518501965672742
2006-08-25,10.942125455910617,2.3926200611133406,-0.0100883105567204,0.5200728218816735
2006-08-28,10.75864726582687,2.3757098280410447,-0.0169102330722958,0.5187820815512032
2006-08-29,10.50556433101939,2.3519050530843923,-0.0238047749566523,0.5174776012892334
2006-08-30,10.32811693419741,2.334869975536542,-0.0170350775478502,0.518758460380006
2006-08-31,10.21572284154724,2.323927988521501,-0.0109419870150411,0.5199113022174715
2006-09-01,10.073558085435067,2.309913979519417,-0.0140140090020834,0.5193300609814836
2006-09-05,10.051471162417812,2.3077190081121257,-0.0021949714072917,0.5215662793577716
2006-09-06,9.95701145989477,2.298276972343797,-0.0094420357683282,0.5201951001591003
2006-09-07,9.70732192200586,2.2728804380831216,-0.0253965342606758,0.5171764328245647
2006-09-08,9.363087041551918,2.2367750482450504,-0.0361053898380712,0.5151502661896655
2006-09-11,8.832491232188989,2.178437107574643,-0.0583379406704072,0.5109437613601238
2006-09-12,8.296151974065761,2.115791789716254,-0.0626453178583892,0.510128785018428
2006-09-13,7.787906661900427,2.052572102576864,-0.0632196871393899,0.5100201116065154
2006-09-14,7.219267857591973,1.9767535429972691,-0.0758185595795946,0.5076363447519527
2006-09-15,6.647530362817923,1.894245411679014,-0.0825081313182554,0.506370645820757
2006-09-18,6.219420195601176,1.8276766862649036,-0.0665687254141105,0.5093864575655025
2006-09-19,5.745212671650227,1.7483669291795572,-0.0793097570853462,0.5069757935052883
2006-09-20,5.2695535272201175,1.6619456392717775,-0.0864212899077794,0.5056302575211987
2006-09-21,4.785479595608384,1.5655862488495995,-0.096359390422178,0.503749921426364
2006-09-22,4.402567293495577,1.482187846562848,-0.0833984022867517,0.506202202300406
2006-09-25,4.083818987717037,1.4070325770177663,-0.0751552695450816,0.5077618423952329
2006-09-26,3.718500995536984,1.3133206288866046,-0.0937119481311616,0.5042508301555098
2006-09-27,3.361789384821372,1.212473387224383,-0.1008472416622217,0.5029007985318353
2006-09-28,3.136613642186398,1.143143760063571,-0.0693296271608119,0.5088640817653088
2006-09-29,2.8586744318843724,1.0503580320341095,-0.0927857280294615,0.5044260754236035
2006-10-02,2.5771387492409525,0.9466797716026538,-0.1036782604314556,0.5023651562560069
2006-10-03,2.042121420174288,0.7139891793725054,-0.2326905922301484,0.47795540674618775
2006-10-04,1.3799381190398965,0.3220386568882759,-0.3919505224842294,0.44782266710607865
